,Areaname,STCOU,LND110210D
2944,"Richmond, VA",51159,191.49
2945,"Roanoke, VA",51161,250.52
2946,"Rockbridge, VA",51163,597.56
2947,"Rockingham, VA",51165,849.09
2948,"Russell, VA",51167,473.82
2949,"Scott, VA",51169,535.53
2950,"Shenandoah, VA",51171,508.78
2951,"Smyth, VA",51173,450.93
2952,"Southampton, VA",51175,599.15
2953,"Spotsylvania, VA",51177,401.5
2954,"Stafford, VA",51179,268.96
2955,"Surry, VA",51181,278.95
2956,"Sussex, VA",51183,490.22
2957,"Tazewell, VA",51185,518.85
2958,"Warren, VA",51187,213.47
2959,"Washington, VA",51191,560.98
2960,"Westmoreland, VA",51193,229.38
2961,"Wise, VA",51195,403.19
2962,"Wythe, VA",51197,461.82
2963,"York, VA",51199,104.78
2964,"Alexandria, VA",51510,15.03
2965,"Bedford, VA",51515,6.88
2966,"Bristol, VA",51520,13.01
2967,"Buena Vista, VA",51530,6.7
2968,"Charlottesville, VA",51540,10.24
2969,"Chesapeake, VA",51550,340.8
2970,"Clifton Forge, VA",51560,0.0
2971,"Colonial Heights, VA",51570,7.52
2972,"Covington, VA",51580,5.47
2973,"Danville, VA",51590,42.93
2974,"Emporia, VA",51595,6.89
2975,"Fairfax, VA",51600,6.24
2976,"Falls Church, VA",51610,2.0
2977,"Franklin, VA",51620,8.21
2978,"Fredericksburg, VA",51630,10.44
2979,"Galax, VA",51640,8.24
2980,"Hampton, VA",51650,51.41
2981,"Harrisonburg, VA",51660,17.42
2982,"Hopewell, VA",51670,10.28
2983,"Lexington, VA",51678,2.5
2984,"Lynchburg, VA",51680,49.13
2985,"Manassas, VA",51683,9.88
2986,"Manassas Park, VA",51685,2.53
2987,"Martinsville, VA",51690,10.96
2988,"Newport News, VA",51700,68.71
2989,"Norfolk, VA",51710,54.12
2990,"Norton, VA",51720,7.48
2991,"Petersburg, VA",51730,22.93
2992,"Poquoson, VA",51735,15.32
2993,"Portsmouth, VA",51740,33.65
2994,"Radford, VA",51750,9.87
2995,"Richmond, VA",51760,59.81
2996,"Roanoke, VA",51770,42.56
2997,"Salem, VA",51775,14.44
2998,"South Boston, VA",51780,0.0
2999,"Staunton, VA",51790,19.98
3000,"Suffolk, VA",51800,400.17
3001,"Virginia Beach, VA",51810,249.02
3002,"Waynesboro, VA",51820,15.04
3003,"Williamsburg, VA",51830,9.02
3004,"Winchester, VA",51840,9.23
3005,WASHINGTON,53000,66455.52
3006,"Adams, WA",53001,1924.98
3007,"Asotin, WA",53003,636.21
3008,"Benton, WA",53005,1700.38
3009,"Chelan, WA",53007,2920.53
3010,"Clallam, WA",53009,1738.33
3011,"Clark, WA",53011,629.0
3012,"Columbia, WA",53013,868.63
3013,"Cowlitz, WA",53015,1140.13
3014,"Douglas, WA",53017,1819.26
3015,"Ferry, WA",53019,2203.16
3016,"Franklin, WA",53021,1242.17
3017,"Garfield, WA",53023,710.69
3018,"Grant, WA",53025,2679.51
3019,"Grays Harbor, WA",53027,1902.03
3020,"Island, WA",53029,208.45
3021,"Jefferson, WA",53031,1803.7
3022,"King, WA",53033,2115.57
3023,"Kitsap, WA",53035,394.94
3024,"Kittitas, WA",53037,2297.27
3025,"Klickitat, WA",53039,1871.31
3026,"Lewis, WA",53041,2402.8
3027,"Lincoln, WA",53043,2310.49
3028,"Mason, WA",53045,959.42
3029,"Okanogan, WA",53047,5267.98
3030,"Pacific, WA",53049,932.66
3031,"Pend Oreille, WA",53051,1399.99
3032,"Pierce, WA",53053,1669.51
3033,"San Juan, WA",53055,173.92
3034,"Skagit, WA",53057,1731.2
3035,"Skamania, WA",53059,1655.68
3036,"Snohomish, WA",53061,2087.27
3037,"Spokane, WA",53063,1763.79
3038,"Stevens, WA",53065,2477.77
3039,"Thurston, WA",53067,721.96
3040,"Wahkiakum, WA",53069,263.38
3041,"Walla Walla, WA",53071,1270.13
3042,"Whatcom, WA",53073,2106.86
3043,"Whitman, WA",53075,2159.09
3044,"Yakima, WA",53077,4295.4
3045,WEST VIRGINIA,54000,24038.21
3046,"Barbour, WV",54001,341.06
3047,"Berkeley, WV",54003,321.14
3048,"Boone, WV",54005,501.54
3049,"Braxton, WV",54007,510.81
3050,"Brooke, WV",54009,89.21
3051,"Cabell, WV",54011,281.02
3052,"Calhoun, WV",54013,279.25
3053,"Clay, WV",54015,341.9
3054,"Doddridge, WV",54017,319.72
3055,"Fayette, WV",54019,661.55
3056,"Gilmer, WV",54021,338.5
3057,"Grant, WV",54023,477.37
3058,"Greenbrier, WV",54025,1019.57
3059,"Hampshire, WV",54027,640.25
3060,"Hancock, WV",54029,82.61
3061,"Hardy, WV",54031,582.31
3062,"Harrison, WV",54033,416.01
3063,"Jackson, WV",54035,464.35
3064,"Jefferson, WV",54037,209.64
3065,"Kanawha, WV",54039,901.59
3066,"Lewis, WV",54041,384.9
3067,"Lincoln, WV",54043,437.04
3068,"Logan, WV",54045,453.74
3069,"McDowell, WV",54047,533.46
3070,"Marion, WV",54049,308.74
3071,"Marshall, WV",54051,305.43
3072,"Mason, WV",54053,430.75
3073,"Mercer, WV",54055,418.99
3074,"Mineral, WV",54057,327.83
3075,"Mingo, WV",54059,423.11
3076,"Monongalia, WV",54061,360.06
3077,"Monroe, WV",54063,472.75
3078,"Morgan, WV",54065,229.07
3079,"Nicholas, WV",54067,646.82
3080,"Ohio, WV",54069,105.82
3081,"Pendleton, WV",54071,696.05
3082,"Pleasants, WV",54073,130.1
3083,"Pocahontas, WV",54075,940.28
3084,"Preston, WV",54077,648.81
3085,"Putnam, WV",54079,345.67
3086,"Raleigh, WV",54081,605.35
3087,"Randolph, WV",54083,1039.68
3088,"Ritchie, WV",54085,451.99
3089,"Roane, WV",54087,483.56
3090,"Summers, WV",54089,360.46
3091,"Taylor, WV",54091,172.77
3092,"Tucker, WV",54093,418.92
3093,"Tyler, WV",54095,256.29
3094,"Upshur, WV",54097,354.64
3095,"Wayne, WV",54099,505.98
3096,"Webster, WV",54101,553.47
3097,"Wetzel, WV",54103,358.06
3098,"Wirt, WV",54105,232.51
3099,"Wood, WV",54107,366.26
3100,"Wyoming, WV",54109,499.45
3101,WISCONSIN,55000,54157.8
3102,"Adams, WI",55001,645.65
3103,"Ashland, WI",55003,1045.04
3104,"Barron, WI",55005,862.71
3105,"Bayfield, WI",55007,1477.86
3106,"Brown, WI",55009,529.71
3107,"Buffalo, WI",55011,671.64
3108,"Burnett, WI",55013,821.85
3109,"Calumet, WI",55015,318.24
3110,"Chippewa, WI",55017,1008.37
3111,"Clark, WI",55019,1209.82
3112,"Columbia, WI",55021,765.53
3113,"Crawford, WI",55023,570.66
3114,"Dane, WI",55025,1197.24
3115,"Dodge, WI",55027,875.63
3116,"Door, WI",55029,481.98
3117,"Douglas, WI",55031,1304.14
3118,"Dunn, WI",55033,850.11
3119,"Eau Claire, WI",55035,637.98
3120,"Florence, WI",55037,488.2
3121,"Fond du Lac, WI",55039,719.55
3122,"Forest, WI",55041,1014.07
3123,"Grant, WI",55043,1146.85
3124,"Green, WI",55045,583.96
3125,"Green Lake, WI",55047,349.44
3126,"Iowa, WI",55049,762.58
3127,"Iron, WI",55051,758.17
3128,"Jackson, WI",55053,987.72
3129,"Jefferson, WI",55055,556.47
3130,"Juneau, WI",55057,766.93
3131,"Kenosha, WI",55059,271.99
3132,"Kewaunee, WI",55061,342.52
3133,"La Crosse, WI",55063,451.69
3134,"Lafayette, WI",55065,633.59
3135,"Langlade, WI",55067,870.64
3136,"Lincoln, WI",55069,878.97
3137,"Manitowoc, WI",55071,589.08
3138,"Marathon, WI",55073,1544.98
3139,"Marinette, WI",55075,1399.35
3140,"Marquette, WI",55077,455.6
3141,"Menominee, WI",55078,357.61
3142,"Milwaukee, WI",55079,241.4
3143,"Monroe, WI",55081,900.78
3144,"Oconto, WI",55083,997.99
3145,"Oneida, WI",55085,1112.97
3146,"Outagamie, WI",55087,637.52
3147,"Ozaukee, WI",55089,233.08
3148,"Pepin, WI",55091,231.98
3149,"Pierce, WI",55093,573.75
3150,"Polk, WI",55095,913.96
3151,"Portage, WI",55097,800.68
3152,"Price, WI",55099,1254.38
3153,"Racine, WI",55101,332.5
3154,"Richland, WI",55103,586.15
3155,"Rock, WI",55105,718.14
3156,"Rusk, WI",55107,913.59
3157,"St. Croix, WI",55109,722.33
3158,"Sauk, WI",55111,830.9
3159,"Sawyer, WI",55113,1257.31
3160,"Shawano, WI",55115,893.06
3161,"Sheboygan, WI",55117,511.27
3162,"Taylor, WI",55119,974.88
3163,"Trempealeau, WI",55121,732.97
3164,"Vernon, WI",55123,791.58
3165,"Vilas, WI",55125,856.6
3166,"Walworth, WI",55127,555.13
3167,"Washburn, WI",55129,797.11
3168,"Washington, WI",55131,430.7
3169,"Waukesha, WI",55133,549.57
3170,"Waupaca, WI",55135,747.71
3171,"Waushara, WI",55137,626.15
3172,"Winnebago, WI",55139,434.49
3173,"Wood, WI",55141,793.12
3174,WYOMING,56000,97093.14
3175,"Albany, WY",56001,4273.84
3176,"Big Horn, WY",56003,3137.1
3177,"Campbell, WY",56005,4802.71
3178,"Carbon, WY",56007,7897.58
3179,"Converse, WY",56009,4254.88
3180,"Crook, WY",56011,2854.41
3181,"Fremont, WY",56013,9183.81
3182,"Goshen, WY",56015,2225.39
3183,"Hot Springs, WY",56017,2004.09
3184,"Johnson, WY",56019,4154.15
3185,"Laramie, WY",56021,2685.91
3186,"Lincoln, WY",56023,4076.13
3187,"Natrona, WY",56025,5340.35
3188,"Niobrara, WY",56027,2626.04
3189,"Park, WY",56029,6942.08
3190,"Platte, WY",56031,2084.21
3191,"Sheridan, WY",56033,2523.99
3192,"Sublette, WY",56035,4886.54
3193,"Sweetwater, WY",56037,10426.65
3194,"Teton, WY",56039,3995.38
3195,"Uinta, WY",56041,2081.26
3196,"Washakie, WY",56043,2238.55
3197,"Weston, WY",56045,2398.09
